filename,p1,p2,dice1,dice2,abs_dice_diff,box_iou
1007_pid-112847_pituitary.png,P03,P05,0.0,0.0,0.0,0.9354838709677419
1007_pid-112847_pituitary.png,P03,P06,0.0,0.0,0.0,0.7866504114599208
1007_pid-112847_pituitary.png,P03,P07,0.0,0.0,0.0,0.9587628865979382
1007_pid-112847_pituitary.png,P03,P08,0.0,0.0,0.0,0.8132765353212638
1007_pid-112847_pituitary.png,P03,P09,0.0,0.0,0.0,0.9191919191919192
1007_pid-112847_pituitary.png,P03,P10,0.0,0.0,0.0,0.8709677419354839
1007_pid-112847_pituitary.png,P03,P11,0.0,0.0,0.0,0.7920968316126735
1007_pid-112847_pituitary.png,P03,P12,0.0,0.0,0.0,0.7117117117117117
1007_pid-112847_pituitary.png,P03,P13,0.0,0.0,0.0,0.956989247311828
1007_pid-112847_pituitary.png,P03,P14,0.0,0.0,0.0,0.9139784946236559
1007_pid-112847_pituitary.png,P03,P15,0.0,0.0,0.0,0.7060276227933778
1007_pid-112847_pituitary.png,P03,P16,0.0,0.0,0.0,0.8542481336651262
1007_pid-112847_pituitary.png,P03,P17,0.0,0.0,0.0,0.8198198198198198
1007_pid-112847_pituitary.png,P03,P18,0.0,0.0,0.0,0.9157894736842105
1007_pid-112847_pituitary.png,P03,P19,0.0,0.0,0.0,0.7078893167368139
1007_pid-112847_pituitary.png,P03,P20,0.0,0.0,0.0,0.91710084520088
1007_pid-112847_pituitary.png,P04,P05,0.0,0.0,0.0,0.7293202706797293
1007_pid-112847_pituitary.png,P04,P06,0.0,0.0,0.0,0.873859420435175
1007_pid-112847_pituitary.png,P04,P07,0.0,0.0,0.0,0.8082521835157113
1007_pid-112847_pituitary.png,P04,P08,0.0,0.0,0.0,0.6928784911882923
1007_pid-112847_pituitary.png,P04,P09,0.0,0.0,0.0,0.8082521835157113
1007_pid-112847_pituitary.png,P04,P10,0.0,0.0,0.0,0.681500253421186
1007_pid-112847_pituitary.png,P04,P11,0.0,0.0,0.0,0.6238100010021044
1007_pid-112847_pituitary.png,P04,P12,0.0,0.0,0.0,0.7786116322701688
1007_pid-112847_pituitary.png,P04,P13,0.0,0.0,0.0,0.7451830929083022
1007_pid-112847_pituitary.png,P04,P14,0.0,0.0,0.0,0.7729412995709951
1007_pid-112847_pituitary.png,P04,P15,0.0,0.0,0.0,0.904
1007_pid-112847_pituitary.png,P04,P16,0.0,0.0,0.0,0.6704896778697517
1007_pid-112847_pituitary.png,P04,P17,0.0,0.0,0.0,0.8707716442788509
1007_pid-112847_pituitary.png,P04,P18,0.0,0.0,0.0,0.7451830929083022
1007_pid-112847_pituitary.png,P04,P19,0.0,0.0,0.0,0.8688281611857341
1007_pid-112847_pituitary.png,P04,P20,0.0,0.0,0.0,0.7473038488176511
1007_pid-112847_pituitary.png,P05,P06,0.0,0.0,0.0,0.7981651376146789
1007_pid-112847_pituitary.png,P05,P07,0.0,0.0,0.0,0.8969072164948454
1007_pid-112847_pituitary.png,P05,P08,0.0,0.0,0.0,0.8681318681318682
1007_pid-112847_pituitary.png,P05,P09,0.0,0.0,0.0,0.8969072164948454
1007_pid-112847_pituitary.png,P05,P10,0.0,0.0,0.0,0.9310344827586207
1007_pid-112847_pituitary.png,P05,P11,0.0,0.0,0.0,0.8456860509312049
1007_pid-112847_pituitary.png,P05,P12,0.0,0.0,0.0,0.7523809523809524
1007_pid-112847_pituitary.png,P05,P13,0.0,0.0,0.0,0.9775280898876404
1007_pid-112847_pituitary.png,P05,P14,0.0,0.0,0.0,0.9345381018577025
1007_pid-112847_pituitary.png,P05,P15,0.0,0.0,0.0,0.6626594475543728
1007_pid-112847_pituitary.png,P05,P16,0.0,0.0,0.0,0.9119544592030361
1007_pid-112847_pituitary.png,P05,P17,0.0,0.0,0.0,0.7981651376146789
1007_pid-112847_pituitary.png,P05,P18,0.0,0.0,0.0,0.9775280898876404
1007_pid-112847_pituitary.png,P05,P19,0.0,0.0,0.0,0.6636453378802836
1007_pid-112847_pituitary.png,P05,P20,0.0,0.0,0.0,0.9350320009660669
1007_pid-112847_pituitary.png,P06,P07,0.0,0.0,0.0,0.7897256857855361
